"SEQ","VOYTERM","DATETIMEACTUALARRIVAL","DATETIMEACTUALDEPARTURE","WAGON","WAGTYPE","WPOS","ADDRESS_BARGEOPER","COPINOCODELOAD","COPINOCODEDISCHARGE","LOADINGORDISCHARGE","MAXTEU","TARE","LEN","SIZEFT","NRAXES","WAGONMODEL","PAYLOAD"
119172129,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"37804565972-9",SGNSS,5,$SHUTRO,SM/10351,,L,3,,,,,,
119172130,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"37804563010-0",SGNSS,6,$SHUTRO,SM/10351,,L,3,,,,,,
119172131,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"37804563064-7",SGNSS,7,$SHUTRO,SM/10351,,L,3,,,,,,
119172132,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"37804565933-1",SGNSS,8,$SHUTRO,SM/10351,,L,3,,,,,,
119172133,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"33884961393-4",SGGMRSS,9,$SHUTRO,SM/10351,,L,4.5,27200,29.59,90,6,,106000
119172134,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"37804563108-2",SGNSS,10,$SHUTRO,SM/10351,,L,3,,,,,,
119172135,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"37804565974-5",SGNSS,11,$SHUTRO,SM/10351,,L,3,,,,,,
119172136,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"37804565948-9",SGNSS,12,$SHUTRO,SM/10351,,L,3,,,,,,
119172137,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"33874908369-1",SSFFGGMRRSS,13,$SHUTRO,SM/10351,,L,4.5,,,,,,
119172138,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"37804563133-0",SGNSS,14,$SHUTRO,SM/10351,,L,3,,,,,,
119172139,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"37804563026-6",SGNSS,15,$SHUTRO,SM/10351,,L,3,,,,,,
119172140,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"33884961375-1",SGGMRSS,16,$SHUTRO,SM/10351,,L,4.5,,,,,,
119172141,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"37804563019-1",SGNSS,17,$SHUTRO,SM/10351,,L,3,,,,,,
119172142,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"31804563222-7",SGNSS,18,$SHUTRO,SM/10351,,L,3,,,,,,
119172143,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"37804563192-6",SGGOS,19,$SHUTRO,SM/10351,,L,3,,,,,,
119172144,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"31804563151-8",SGNSS,20,$SHUTRO,SM/10351,,L,3,,,,,,
119172145,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"33884962528-4",SGGMRS104S90,21,$SHUTRO,SM/10351,,L,4.5,,,,,,
119172146,CTTROT20210122MORTARA,2021-01-22 19:35:00,2021-01-22 22:10:00,"33884962535-9",SGGMRSS,22,$SHUTRO,SM/10351,,L,4.5,27200,29.59,90,6,,108000
119176647,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"33884962366-9",SGGMRSS90,1,$SHUTRO,SM/10311,MS/10141,L,4.5,27200,29.59,90,6,TOUAX,170800
119176648,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"37804563001-9",SGNSS60,2,$SHUTRO,SM/10311,MS/10141,L,3,19200,19.64,60,4,TOUAX,70800
119176649,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"33884961140-9",SGGMRSS90,3,$SHUTRO,SM/10311,MS/10141,L,4.5,27200,29.59,90,6,TOUAX,107800
119176650,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"37804565931-5",SGNSS60,4,$SHUTRO,SM/10311,MS/10141,L,3,19000,19.74,60,4,ERMEWA,71000
119176651,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"33884961353-8",SGGMRSS90,5,$SHUTRO,SM/10311,MS/10141,L,4.5,27160,29.59,90,6,TOUAX,107800
119176652,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"37804563047-2",SGNSS60,6,$SHUTRO,SM/10311,MS/10141,L,3,19200,19.64,60,4,TOUAX,70800
119176653,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"31804563104-7",SGNSS60,7,$SHUTRO,SM/10311,MS/10141,L,3,19200,19.64,60,4,TOUAX,70800
119176654,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"37804563157-9",SGNSS60,8,$SHUTRO,SM/10311,MS/10141,L,3,19200,19.64,60,4,TOUAX,70800
119176655,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"31804563165-8",SGNSS60,9,$SHUTRO,SM/10311,MS/10141,L,3,19200,19.64,60,4,TOUAX,70800
119176656,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"37804565963-8",SGNSS60,10,$SHUTRO,SM/10311,MS/10141,L,3,19000,19.74,60,4,ERMEWA,71000
119176657,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"33884961196-1",SGGMRSS90,11,$SHUTRO,SM/10311,MS/10141,L,4.5,27200,29.59,90,6,TOUAX,107800
119176658,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"33874908706-4",SFFGGMRRSS,12,$SHUTRO,SM/10311,MS/10141,L,6,35560,37.36,106,8,TOUAX,108000
119176659,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"37804563059-7",SGNSS60,13,$SHUTRO,SM/10311,MS/10141,L,3,19200,19.64,60,4,TOUAX,70800
119176660,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"37804563218-9",SGNSS,14,$SHUTRO,SM/10311,MS/10141,L,3,,,,,,
119176661,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"33884961336-3",SGGMRSS90,15,$SHUTRO,SM/10311,MS/10141,L,4.5,27200,29.59,90,6,TOUAX,107800
119176662,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"37804565955-4",SGNSS60,16,$SHUTRO,SM/10311,MS/10141,L,3,19000,19.74,60,4,ERMEWA,71000
119176663,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"33534557885-0",SGNSS60,17,$SHUTRO,SM/10311,MS/10141,L,3,19200,19.64,60,4,TOUAX,70800
119176664,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"37804563066-2",SGNSS60,18,$SHUTRO,SM/10311,MS/10141,L,3,19200,19.64,60,4,TOUAX,70800
119176665,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"33534557756-3",SGNSS60,19,$SHUTRO,SM/10311,MS/10141,L,3,19200,19.64,60,4,TOUAX,70800
119176666,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"37804563084-5",SGNSS60,20,$SHUTRO,SM/10311,MS/10141,L,3,19200,19.64,60,4,TOUAX,70800
119176667,CTTROT20210118MORTARA,2021-01-18 16:15:00,2021-01-18 20:30:00,"37804563129-8",SGNSS60,21,$SHUTRO,SM/10311,MS/10141,L,3,19200,19.64,60,4,TOUAX,70800
119176981,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"33884962366-9",SGGMRSS90,1,$SHUTRO,,MS/10251,L,4.5,27200,29.59,90,6,TOUAX,170800
119176982,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"37804563001-9",SGNSS60,2,$SHUTRO,,MS/10251,L,3,19200,19.64,60,4,TOUAX,70800
119176983,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"33884961140-9",SGGMRSS90,3,$SHUTRO,,MS/10251,L,4.5,27200,29.59,90,6,TOUAX,107800
119176984,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"37804565931-5",SGNSS60,4,$SHUTRO,,MS/10251,L,3,19000,19.74,60,4,ERMEWA,71000
119176985,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"33884961353-8",SGGMRSS90,5,$SHUTRO,,MS/10251,L,4.5,27160,29.59,90,6,TOUAX,107800
119176986,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"37804563047-2",SGNSS60,6,$SHUTRO,,MS/10251,L,3,19200,19.64,60,4,TOUAX,70800
119176987,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"31804563104-7",SGNSS60,7,$SHUTRO,,MS/10251,L,3,19200,19.64,60,4,TOUAX,70800
119176988,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"37804563157-9",SGNSS60,8,$SHUTRO,,MS/10251,L,3,19200,19.64,60,4,TOUAX,70800
119176989,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"31804563165-8",SGNSS60,9,$SHUTRO,,MS/10251,L,3,19200,19.64,60,4,TOUAX,70800
119176990,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"37804565963-8",SGNSS60,10,$SHUTRO,,MS/10251,L,3,19000,19.74,60,4,ERMEWA,71000
119176991,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"33884961196-1",SGGMRSS90,11,$SHUTRO,,MS/10251,L,4.5,27200,29.59,90,6,TOUAX,107800
119176992,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"33874908706-4",SFFGGMRRSS,12,$SHUTRO,,MS/10251,L,6,35560,37.36,106,8,TOUAX,108000
119176993,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"37804563059-7",SGNSS60,13,$SHUTRO,,MS/10251,L,3,19200,19.64,60,4,TOUAX,70800
119176994,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"37804563218-9",SGNSS,14,$SHUTRO,,MS/10251,L,3,,,,,,
119176995,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"33884961336-3",SGGMRSS90,15,$SHUTRO,,MS/10251,L,4.5,27200,29.59,90,6,TOUAX,107800
119176996,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"37804565955-4",SGNSS60,16,$SHUTRO,,MS/10251,L,3,19000,19.74,60,4,ERMEWA,71000
119176997,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"33534557885-0",SGNSS60,17,$SHUTRO,,MS/10251,L,3,19200,19.64,60,4,TOUAX,70800
119176998,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"37804563066-2",SGNSS60,18,$SHUTRO,,MS/10251,L,3,19200,19.64,60,4,TOUAX,70800
119176999,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"33534557756-3",SGNSS60,19,$SHUTRO,,MS/10251,L,3,19200,19.64,60,4,TOUAX,70800
119177000,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"37804563084-5",SGNSS60,20,$SHUTRO,,MS/10251,L,3,19200,19.64,60,4,TOUAX,70800
119177001,CTTROT20210118MORTARA-B,2021-01-18 06:50:00,2021-01-18 09:24:00,"37804563129-8",SGNSS60,21,$SHUTRO,,MS/10251,L,3,19200,19.64,60,4,TOUAX,70800
119278753,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"37804563001-9",SGNSS60,1,$SHUTRO,SM/10411,,L,3,19200,19.64,60,4,TOUAX,70800
119278754,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"33884961140-9",SGGMRSS90,2,$SHUTRO,SM/10411,,L,4.5,27200,29.59,90,6,TOUAX,107800
119278755,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"37804565931-5",SGNSS60,3,$SHUTRO,SM/10411,,L,3,19000,19.74,60,4,ERMEWA,71000
119278756,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"33884961353-8",SGGMRSS90,4,$SHUTRO,SM/10411,,L,4.5,27160,29.59,90,6,TOUAX,107800
119278757,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"37804563047-2",SGNSS60,5,$SHUTRO,SM/10411,,L,3,19200,19.64,60,4,TOUAX,70800
119278758,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"31804563104-7",SGNSS60,6,$SHUTRO,SM/10411,,L,3,19200,19.64,60,4,TOUAX,70800
119278759,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"37804563157-9",SGNSS60,7,$SHUTRO,SM/10411,,L,3,19200,19.64,60,4,TOUAX,70800
119278760,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"31804563165-8",SGNSS60,8,$SHUTRO,SM/10411,,L,3,19200,19.64,60,4,TOUAX,70800
119278761,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"37804565963-8",SGNSS60,9,$SHUTRO,SM/10411,,L,3,19000,19.74,60,4,ERMEWA,71000
119278762,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"33884961196-1",SGGMRSS90,10,$SHUTRO,SM/10411,,L,4.5,27200,29.59,90,6,TOUAX,107800
119278763,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"33874908706-4",SFFGGMRRSS,11,$SHUTRO,SM/10411,,L,6,35560,37.36,106,8,TOUAX,108000
119278764,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"37804563059-7",SGNSS60,12,$SHUTRO,SM/10411,,L,3,19200,19.64,60,4,TOUAX,70800
119278765,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"33884961379-3",SGGMRS,13,$SHUTRO,SM/10411,,L,4.5,,,,,,
119278766,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"33884961336-3",SGGMRSS90,14,$SHUTRO,SM/10411,,L,4.5,27200,29.59,90,6,TOUAX,107800
119278767,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"37804565955-4",SGNSS60,15,$SHUTRO,SM/10411,,L,3,19000,19.74,60,4,ERMEWA,71000
119278768,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"33534557885-0",SGNSS60,16,$SHUTRO,SM/10411,,L,3,19200,19.64,60,4,TOUAX,70800
119278769,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"37804563066-2",SGNSS60,17,$SHUTRO,SM/10411,,L,3,19200,19.64,60,4,TOUAX,70800
119278770,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"33534557756-3",SGNSS60,18,$SHUTRO,SM/10411,,L,3,19200,19.64,60,4,TOUAX,70800
119278771,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"37804563084-5",SGNSS60,19,$SHUTRO,SM/10411,,L,3,19200,19.64,60,4,TOUAX,70800
119278772,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"37804563129-8",SGNSS60,20,$SHUTRO,SM/10411,,L,3,19200,19.64,60,4,TOUAX,70800
119278773,CTTROT20210125MORTARA,2021-01-25 17:15:00,2021-01-25 21:38:00,"33884962366-9",SGGMRSS90,21,$SHUTRO,SM/10411,,L,4.5,27200,29.59,90,6,TOUAX,170800
119313188,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"33884961083-1",SGGMRS104S90,1,$SHUTRO,,MS/10411,L,4.5,,,,,,
119313189,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"37804563071-2",SGNSS60,2,$SHUTRO,,MS/10411,L,3,19200,19.64,60,4,TOUAX,70800
119313190,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"33884962405-5",SGGMRSS90,3,$SHUTRO,,MS/10411,L,4.5,27200,29.59,90,6,TOUAX,107800
119313191,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"33874908316-2",SFFGGMRRSS,4,$SHUTRO,,MS/10411,L,6,36000,37.34,106,8,TOUAX,108000
119313192,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"33884961177-1",SGGMRS104S90,5,$SHUTRO,,MS/10411,L,4.5,,,,,,
119313193,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"33884962364-4",SGGMRSS90,6,$SHUTRO,,MS/10411,L,4.5,27200,29.59,90,6,TOUAX,107800
119313194,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"37804565922-4",SGNSS60,7,$SHUTRO,,MS/10411,L,3,19000,19.74,60,4,ERMEWA,71000
119313195,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"37804563156-1",SGNSS60,8,$SHUTRO,,MS/10411,L,3,19200,19.64,60,4,TOUAX,70800
119313196,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"37804563120-7",SGNSS60,9,$SHUTRO,,MS/10411,L,3,19200,19.64,60,4,TOUAX,70800
119313197,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"37804565923-2",SGNSS60,10,$SHUTRO,,MS/10411,L,3,19000,19.74,60,4,ERMEWA,71000
119313198,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"37804565976-0",SGNSS60,11,$SHUTRO,,MS/10411,L,3,19000,19.74,60,4,ERMEWA,71000
119313199,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"37804563183-5",SGNSS60,12,$SHUTRO,,MS/10411,L,3,19200,19.64,60,4,TOUAX,70800
119313200,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"37804565949-7",SGNSS60,13,$SHUTRO,,MS/10411,L,3,19000,19.74,60,4,ERMEWA,71000
119313201,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"37804563162-9",SGNSS60,14,$SHUTRO,,MS/10411,L,3,19200,19.64,60,4,TOUAX,70800
119313202,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"37804565991-9",SGNSS60,15,$SHUTRO,,MS/10411,L,3,19000,19.74,60,4,ERMEWA,71000
119313203,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"37804563063-9",SGNSS60,16,$SHUTRO,,MS/10411,L,3,19200,19.64,60,4,TOUAX,70800
119313204,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"33884961146-6",SGGMRSS90,17,$SHUTRO,,MS/10411,L,4.5,27200,29.59,90,6,TOUAX,107800
119313205,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"37804565932-3",SGNSS60,18,$SHUTRO,,MS/10411,L,3,19000,19.74,60,4,ERMEWA,71000
119313206,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"33884962352-9",SGGMRSS90,19,$SHUTRO,,MS/10411,L,4.5,27200,29.59,90,6,TOUAX,108000
119313207,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"33884962425-3",SGGMRSS90,20,$SHUTRO,,MS/10411,L,4.5,27200,29.59,90,6,TOUAX,107800
119313208,CTTROT20210127MORTARA-B,2021-01-27 06:00:00,2021-01-27 08:45:00,"31804563138-5",SGNSS60,21,$SHUTRO,,MS/10411,L,3,19200,19.64,60,4,TOUAX,70800
119365267,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"37804563242-9",SGNSS,1,$SHUTRO,,MS/10351,L,3,,,,,,
119365268,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"33884962349-5",SGGMRSS,2,$SHUTRO,,MS/10351,L,4.5,28000,29.59,90,6,,108000
119365269,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"31804563248-2",SGNSS,3,$SHUTRO,,MS/10351,L,3,,,,,,
119365270,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"37804563021-7",SGNSS,4,$SHUTRO,,MS/10351,L,3,,,,,,
119365271,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"37804563028-2",SGNSS,5,$SHUTRO,,MS/10351,L,3,,,,,,
119365272,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"37804563011-8",SGNS,6,$SHUTRO,,MS/10351,L,3,,,,,,
119365273,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"37804563176-9",SGNSS,7,$SHUTRO,,MS/10351,L,3,,,,,,
119365274,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"37804563035-7",SGNSS,8,$SHUTRO,,MS/10351,L,3,,,,,,
119365275,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"33884962410-5",SGGMRSS,9,$SHUTRO,,MS/10351,L,4.5,28000,29.59,90,6,,108000
119365276,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"37804565953-9",SGNSS,10,$SHUTRO,,MS/10351,L,3,,,,,,
119365277,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"37804565947-1",SGNSS,11,$SHUTRO,,MS/10351,L,3,,,,,,
119365278,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"37804563190-0",SGNSS,12,$SHUTRO,,MS/10351,L,3,,,,,,
119365279,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"33884962389-1",SGGMRS104S90,13,$SHUTRO,,MS/10351,L,4.5,,,,,,
119365280,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"33884962395-8",SGGMRS104S90,14,$SHUTRO,,MS/10351,L,4.5,,,,,,
119365281,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"37804563101-7",SGNSS,15,$SHUTRO,,MS/10351,L,3,,,,,,
119365282,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"33884961006-2",SGGMRSS,16,$SHUTRO,,MS/10351,L,4.5,,,,,,
119365283,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"37804563008-4",SGNSS,17,$SHUTRO,,MS/10351,L,3,,,,,,
119365284,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"31804563229-2",SGNS,18,$SHUTRO,,MS/10351,L,3,,,,,,
119365285,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"37804563034-0",SGNSS,19,$SHUTRO,,MS/10351,L,3,,,,,,
119365286,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"33684557369-8",SGNS,20,$SHUTRO,,MS/10351,L,3,,,,,,
119365287,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"33874908310-5",SFFGGMRRSS,21,$SHUTRO,,MS/10351,L,6,,,,,,
119365288,CTTROT20210125MORTARA-B,2021-01-25 06:25:00,2021-01-25 08:34:00,"37804565975-2",SGNSS,22,$SHUTRO,,MS/10351,L,3,,,,,,
119407548,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"37804565975-2",SGNSS,1,$SHUTRO,SM/10431,MS/10431,L,3,,,,,,
119407549,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"33874908310-5",SFFGGMRRSS,2,$SHUTRO,SM/10431,MS/10431,L,6,,,,,,
119407550,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"33684557369-8",SGNS,3,$SHUTRO,SM/10431,MS/10431,L,3,,,,,,
119407551,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"37804563034-0",SGNSS,4,$SHUTRO,SM/10431,MS/10431,L,3,,,,,,
119407552,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"33884961006-2",SGGMRSS,5,$SHUTRO,SM/10431,MS/10431,L,4.5,,,,,,
119407553,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"37804563101-7",SGNSS,6,$SHUTRO,SM/10431,MS/10431,L,3,,,,,,
119407554,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"33884962395-8",SGGMRS104S90,7,$SHUTRO,SM/10431,MS/10431,L,4.5,,,,,,
119407555,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"37804563190-0",SGNSS,8,$SHUTRO,SM/10431,MS/10431,L,3,,,,,,
119407556,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"37804565947-1",SGNSS,9,$SHUTRO,SM/10431,MS/10431,L,3,,,,,,
119407557,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"37804565953-9",SGNSS,10,$SHUTRO,SM/10431,MS/10431,L,3,,,,,,
119407558,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"37804563035-7",SGNSS,11,$SHUTRO,SM/10431,MS/10431,L,3,,,,,,
119407559,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"37804563011-8",SGNS,12,$SHUTRO,SM/10431,MS/10431,L,3,,,,,,
119407560,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"37804563028-2",SGNSS,13,$SHUTRO,SM/10431,MS/10431,L,3,,,,,,
119407561,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"37804563021-7",SGNSS,14,$SHUTRO,SM/10431,MS/10431,L,3,,,,,,
119407562,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"31804563248-2",SGNSS,15,$SHUTRO,SM/10431,MS/10431,L,3,,,,,,
119407563,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"37804563242-9",SGNSS,16,$SHUTRO,SM/10431,MS/10431,L,3,,,,,,
119407564,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"33884961598-8",Sggmrs90,17,$SHUTRO,SM/10431,MS/10431,L,4.5,27200,,,,,
119407565,CTTROT20210127MORTARA,2021-01-27 17:32:00,2021-01-28 00:45:00,"33534557892-6",SGNS,18,$SHUTRO,SM/10431,MS/10431,L,3,,,,,,
